Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	2	1	0	0	2	3	0	0	4	1	0	0	0	0	0	0	4
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	5	5	2	0	9	4	7	4	8	0	4	45	8	10	13	12	19	4	11	8
ADAMTS5	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0
ADAMTS6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	7	3	1	7	3	16	1	0	2	3	4	0	4	1	0	4	1	5	1	2
ADAMTS9	12	0	0	4	12	6	4	4	0	8	8	4	4	8	4	6	0	2	0	1
ADAMTS9-AS2	2	0	0	0	0	1	1	0	0	1	0	1	0	0	0	6	0	0	0	1
ADAMTSL1	0	0	1	1	1	0	0	2	0	2	0	1	2	3	2	1	0	4	0	0
ADAMTSL2	0	0	2	1	7	0	0	0	0	0	0	4	1	0	2	0	3	6	2	4
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAMTSL4	1	0	0	0	0	1	1	1	0	2	3	0	2	0	1	4	0	5	0	0
ADAMTSL4-AS1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0
ADAMTSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAR	33	41	74	57	143	22	38	105	29	80	27	30	46	16	30	35	12	33	16	52
ADARB1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADARB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ADAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK2	0	0	0	0	3	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0
ADCK3	1	4	0	2	0	2	0	6	2	0	1	1	0	2	2	2	0	0	2	5
ADCK4	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ADCK5	4	1	0	0	0	1	1	0	0	2	0	0	0	1	1	0	3	0	0	0
ADCY1	0	0	10	0	0	0	2	5	0	5	0	4	0	2	2	0	0	2	2	0
ADCY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
ADCY3	59	61	36	68	48	43	53	48	35	50	17	13	30	44	20	31	24	38	21	28
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADCY5	2	1	3	3	14	16	5	10	9	6	14	1	10	6	15	18	0	4	7	12
ADCY6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ADCY7	42	19	112	45	81	46	25	75	32	78	20	25	80	77	58	29	9	77	25	40
ADCY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	2	0	0	6	2	4	4	0	1	1	2	1	0	0	4	2	2	0	2	0
ADCYAP1	3	9	9	17	8	2	20	8	8	29	13	9	1	16	34	7	22	6	20	56
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADD1	0	6	2	4	4	7	6	4	5	2	3	2	6	0	4	4	2	7	2	2
ADD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD3	1	9	8	8	0	8	13	2	15	0	4	4	5	0	13	8	4	0	12	6
ADD3-AS1	55	39	40	70	44	71	48	55	64	47	65	49	42	42	22	43	31	42	86	47
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1A	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ADH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	0	1	8	4	4	0	16	4	0	0	4	10	3	2	4	8	10	4	6	0
ADH6	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
ADH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADI1	0	0	2	5	0	0	8	2	7	0	8	1	0	5	2	6	0	0	6	0
ADIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	0	0	0	0	4	2	8	4	0	8	1	6	6	2	2	0	2	6	2	0
ADIPOR2	8	4	2	6	0	2	6	2	22	4	8	9	0	12	4	4	2	4	8	12
ADIRF	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	2	0	0	0
ADK	0	6	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ADM	1	1	0	2	0	6	0	0	0	0	1	0	0	1	0	0	0	0	3	2
ADM2	0	0	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0
ADM5	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1
ADNP	17	4	2	0	2	6	11	4	8	10	9	2	2	2	8	2	2	1	2	12
ADNP2	0	1	0	2	2	4	0	0	0	0	0	4	0	0	2	0	0	0	0	0
ADO	1	0	1	1	0	0	0	0	0	4	0	2	0	0	0	1	0	0	2	2
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ADORA2A	4	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0
ADORA2A-AS1	52	86	59	33	29	34	73	50	31	21	61	154	89	95	68	49	123	93	73	43
ADORA2B	0	0	0	0	9	2	2	0	0	17	0	0	0	0	6	0	0	0	1	9
ADORA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	4	0	4	0
ADPGK-AS1	22	16	8	13	19	34	22	20	26	34	33	72	25	28	24	46	35	21	51	47
ADPRH	0	0	0	0	0	0	0	0	0	0	2	1	4	0	1	0	0	2	4	4
ADPRHL1	0	1	1	0	1	0	0	0	1	2	1	0	0	0	0	1	0	3	4	0
ADPRHL2	1	0	0	0	0	0	0	0	0	1	0	2	4	0	1	0	0	0	0	0
ADPRM	0	18	18	12	16	1	6	17	7	14	3	13	8	7	19	6	19	6	7	2
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2A	4	14	2	0	7	0	10	13	8	15	6	13	2	9	11	4	12	0	4	3
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	1	2	2	0	2	4	0	6	0	2	5	1	3	0	1	3	1	0	0	1
ADRBK2	4	0	0	0	12	2	4	4	0	4	4	0	4	4	2	0	4	2	4	2
ADRM1	21	5	10	4	17	11	9	22	5	23	8	5	14	15	7	23	6	12	6	20
ADSL	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ADSS	4	0	2	8	2	2	0	0	0	2	0	0	0	2	0	0	0	0	1	0
ADSSL1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADTRP	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
AEBP1	19	29	24	37	26	12	11	34	43	4	8	18	20	20	7	3	12	14	2	9
AEBP2	2	7	0	2	0	0	2	2	2	0	2	14	2	0	4	0	0	6	6	1
AEN	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	4	0	0
AES	5	11	6	8	3	4	7	7	5	7	2	4	1	2	2	1	6	7	9	5
AFAP1	0	3	0	4	2	2	0	4	0	2	4	0	4	0	2	0	2	3	4	0
AFAP1-AS1	221	103	95	158	132	143	91	42	157	102	180	101	131	97	74	154	77	81	48	68
AFAP1L1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
AFAP1L2	9	3	1	4	0	4	2	2	9	9	4	5	0	0	1	5	3	2	0	2
AFF1	2	0	2	2	3	4	2	6	2	5	4	4	12	0	4	6	2	2	0	4
AFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF4	11	4	16	15	12	8	12	32	18	4	4	6	21	4	0	18	6	14	13	24
AFG3L1P	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
AFG3L2	235	110	54	176	56	255	113	57	132	68	257	105	41	112	48	248	84	47	173	48
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	4	2
AFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	0	3	0	6	8	10	7	9	9	10	12	8	5	1	8	10	4	2	4	6
AGA	0	0	0	0	2	2	0	0	0	0	0	4	3	2	6	1	5	0	3	2
AGAP1	6	0	0	0	0	2	0	4	4	6	0	8	2	2	0	7	1	0	0	0
AGAP11	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1
AGAP2	319	581	532	448	658	291	724	543	444	672	298	625	512	455	568	244	468	465	364	490
AGAP2-AS1	1	13	6	8	13	4	7	7	5	4	2	7	6	5	8	2	1	6	8	14
AGAP3	0	2	1	0	1	1	0	0	0	2	0	0	2	0	1	3	2	1	2	0
AGAP4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP5	2	0	0	0	4	0	0	0	2	2	0	1	0	0	0	2	0	0	0	2
AGAP6	0	0	0	0	0	0	0	0	0	0	0	8	0	0	10	0	2	6	1	5
AGAP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
AGBL4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	994	1221	795	1020	899	925	1508	813	968	937	780	1025	734	1311	902	621	1201	779	1694	871
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGER	11	13	12	7	1	28	11	2	6	2	17	8	12	7	3	6	12	25	5	0
AGFG1	0	4	0	4	0	5	6	8	4	2	10	1	3	1	10	1	1	0	2	8
AGFG2	0	0	0	2	2	8	2	0	9	3	0	0	0	4	2	2	2	2	4	7
AGGF1	4	4	4	2	10	15	2	16	2	5	9	1	8	0	1	8	0	2	2	3
AGK	21	8	14	19	21	31	11	20	15	24	18	14	16	21	12	10	3	18	21	19
AGL	2	0	0	6	2	0	0	0	4	3	0	0	0	0	0	0	0	0	4	1
AGMAT	4	3	6	5	4	1	1	0	4	6	6	0	3	3	4	3	1	6	8	9
AGMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGO1	0	4	2	0	12	4	0	4	2	4	2	2	0	8	2	6	0	4	2	2
AGO2	2	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0
AGO3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0
AGO4	0	0	2	2	0	0	0	0	0	0	0	2	0	2	2	0	4	2	0	0
AGPAT1	5	3	0	0	1	4	0	2	5	0	4	4	0	0	3	0	0	0	4	0
AGPAT2	2	10	0	1	1	0	1	0	0	3	4	4	0	0	0	0	3	0	0	0
AGPAT3	1	0	1	0	1	4	6	0	8	3	0	0	0	2	6	4	2	3	0	0
AGPAT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT5	0	0	0	4	4	0	10	4	0	2	0	0	0	1	6	0	0	2	0	0
AGPAT6	2	6	2	5	2	16	4	4	0	0	0	12	3	2	4	2	2	4	4	2
AGPAT9	4	0	4	0	0	0	4	0	0	3	0	0	0	0	0	0	4	0	0	0
AGPS	5	10	2	2	0	2	5	6	8	8	11	6	10	4	2	8	4	3	4	3
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	12	2	3	6	2	8	3	9	2	4	8	2	2	0	0	5	0	2	0	6
AGRP	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
AGT	1	0	2	0	0	4	4	2	2	4	0	0	2	6	0	0	1	0	0	4
AGTPBP1	0	0	0	0	0	0	2	4	0	0	4	2	2	1	2	6	0	0	0	0
AGTR1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	2	4	2	0
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	8	4	4	6	6	2	2	4	4	11	14	2	2	0	0	12	2	0	0	12
AHCTF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCY	2	2	2	2	4	6	8	4	0	6	0	6	2	0	0	0	2	2	0	0
AHCYL1	28	17	9	9	7	11	8	30	14	14	20	14	11	9	9	10	4	12	14	17
AHCYL2	7	0	0	1	4	7	0	3	7	1	6	3	2	6	1	2	0	2	0	6
AHDC1	1	6	9	9	4	11	2	6	5	1	1	4	6	0	1	1	3	10	11	7
AHI1	4	2	0	8	6	0	5	10	2	10	6	6	4	0	8	4	0	4	6	10
AHNAK	17	3	0	15	8	9	4	2	6	4	12	5	8	0	0	8	2	2	5	2
AHNAK2	4	2	0	2	4	7	12	1	7	1	12	0	0	0	0	0	0	0	0	0
AHR	1	2	2	6	2	5	3	8	6	4	9	7	2	2	2	2	0	12	2	2
AHRR	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AHSA1	13	4	2	2	6	0	6	4	8	3	1	3	2	8	10	4	2	6	2	4
AHSA2	12	6	21	20	13	10	26	12	12	13	14	11	15	15	16	1	3	11	8	27
AHSG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIDA	8	4	4	4	10	3	4	4	3	5	4	4	8	3	2	7	3	6	7	18
AIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIF1L	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AIFM1	0	0	4	6	4	13	8	4	0	2	2	6	8	2	4	2	4	0	0	0
AIFM2	1	1	0	2	0	1	3	2	1	0	4	2	2	0	0	2	1	0	1	1
AIFM3	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
AIG1	0	0	0	2	4	2	4	0	0	4	2	2	2	2	3	2	6	6	4	4
AIM1	11	1	0	4	1	0	0	2	2	6	3	2	1	0	4	8	2	5	11	13
AIM1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1	73	51	33	57	69	69	51	66	51	83	70	61	38	39	57	62	36	26	48	61
AIMP2	41	41	83	58	75	37	28	75	38	90	48	31	67	33	65	16	41	57	26	53
AIP	3	4	0	3	0	0	5	0	0	2	2	0	2	1	6	0	4	1	0	0
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AJUBA	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	1
AK1	3	0	0	0	4	0	2	0	0	0	0	1	0	0	3	2	0	2	0	0
AK2	2	15	8	17	10	2	17	11	6	14	6	14	6	22	14	4	13	11	15	12
AK3	7	0	0	9	19	2	9	8	3	6	12	2	4	15	8	22	2	5	3	9
AK4	0	2	0	10	2	0	2	2	0	3	0	8	0	6	1	0	3	0	0	0
AK5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK6	0	8	0	2	0	0	4	3	1	2	0	2	0	3	2	0	2	4	8	1
AK7	12	0	0	0	2	2	2	0	0	0	0	4	2	4	2	0	4	0	0	5
AK8	14	12	23	17	11	8	10	8	8	21	8	6	12	7	18	5	3	2	14	13
AK9	4	0	2	0	0	0	0	0	0	1	2	2	0	1	5	0	0	0	0	0
AKAP1	0	2	0	0	0	0	0	2	0	4	2	2	0	0	0	0	0	2	0	8
AKAP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
AKAP11	4	6	0	0	12	8	5	16	0	6	8	2	4	2	16	10	6	2	12	10
AKAP12	8	0	6	4	14	8	2	8	4	16	1	7	0	0	14	2	0	0	2	2
AKAP13	2	0	4	13	8	5	1	9	4	8	20	6	11	8	22	14	0	18	6	17
AKAP14	0	0	0	1	1	0	0	0	1	1	0	0	2	0	1	0	0	2	2	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP3	0	2	0	5	1	4	0	0	0	4	5	3	3	7	3	2	0	10	7	13
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	0	2	0	0
AKAP6	0	2	0	0	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	6
AKAP7	0	10	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	1
AKAP8	0	0	2	6	8	0	3	4	3	2	3	9	12	17	2	6	2	5	8	4
AKAP8L	0	2	6	0	1	2	2	8	1	7	0	8	0	0	1	0	0	0	2	5
AKAP9	44	18	14	25	15	32	18	13	14	34	18	16	25	16	20	30	9	12	1	26
AKIP1	0	0	0	2	0	0	0	0	0	2	0	10	4	0	0	2	0	0	0	4
AKIRIN1	2	2	2	10	10	4	8	10	4	9	6	10	4	8	6	4	10	7	8	6
AKIRIN2	12	4	1	2	4	4	0	0	4	1	2	8	6	6	6	2	1	2	0	4
AKNA	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0
AKNAD1	0	0	0	0	4	0	0	4	0	1	1	0	0	0	0	0	0	0	2	0
AKR1A1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	2	0	4	3
AKR1B1	2	4	2	0	0	0	0	2	0	0	2	0	0	0	4	4	0	3	0	0
AKR1B10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AKR1B15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	0	2	0	2	2	3	2	2	2	0	0	2	2	4	0	0	1	0	10	4
AKR1C2	1	0	5	0	1	2	0	14	6	0	0	0	0	4	2	0	0	0	0	0
AKR1C3	0	2	0	0	0	2	2	0	0	2	2	1	0	6	2	0	0	4	5	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1CL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AKR7A2	0	0	0	1	2	0	0	0	0	2	0	0	2	1	2	0	0	0	1	0
AKR7A2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR7A3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AKR7L	1	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0
AKT1	1	4	4	4	0	4	1	1	6	9	0	1	1	6	6	6	1	12	2	2
AKT1S1	85	61	91	89	105	77	62	80	67	114	46	44	64	81	62	60	51	65	33	73
AKT2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	4
AKT3	50	97	58	55	75	43	93	54	54	67	60	72	40	78	64	56	36	40	75	78
AKTIP	145	159	175	130	195	173	187	183	178	234	174	136	125	130	197	141	154	154	123	196
ALAD	2	1	2	0	4	4	2	0	2	3	0	0	0	4	2	2	0	4	0	2
ALAS1	4	1	2	4	0	6	2	6	14	2	0	4	4	0	2	0	12	2	2	4
ALAS2	0	3	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1
ALB	2	0	3	12	0	2	0	2	12	0	0	0	0	0	0	0	0	0	4	0
ALCAM	3	20	7	10	27	7	11	18	12	30	19	20	33	23	31	30	11	15	26	24
ALDH16A1	0	1	1	0	2	1	2	4	0	1	0	1	0	0	5	7	0	0	0	4
ALDH18A1	4	6	2	8	6	0	0	4	0	2	2	1	4	0	8	2	0	0	18	0
ALDH1A1	15	26	27	16	27	16	31	30	9	16	26	30	59	26	61	24	20	39	35	65
ALDH1A2	4	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	0	0	0	0
ALDH1A3	13	3	6	16	4	6	6	5	17	8	3	4	9	3	8	21	4	8	4	0
ALDH1B1	0	0	4	0	0	2	2	2	0	0	0	6	0	2	0	0	0	2	0	0
ALDH1L1	0	0	0	2	0	19	1	3	1	0	3	0	1	0	0	1	0	0	0	0
ALDH1L1-AS1	27	1	3	13	2	78	12	29	50	11	21	5	10	8	2	43	10	15	15	3
ALDH1L1-AS2	7	3	0	3	4	26	7	10	13	0	3	0	3	1	1	22	0	9	4	2
ALDH1L2	2	2	2	6	4	0	0	7	4	1	0	0	4	0	0	0	1	8	0	0
ALDH2	2	1	0	0	1	5	0	4	0	8	9	6	0	6	4	0	0	1	2	0
ALDH3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH3A2	1	6	2	6	0	6	10	3	4	6	10	0	0	3	2	7	1	3	0	0
ALDH3B1	4	0	0	2	0	0	0	3	0	4	1	0	2	1	0	4	0	0	0	1
ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH5A1	4	3	1	2	4	4	0	2	1	9	2	0	0	2	2	0	0	2	4	7
ALDH6A1	25	27	13	22	24	50	22	31	31	55	29	17	19	31	17	23	5	26	52	50
ALDH7A1	0	4	0	5	0	1	0	6	1	0	0	4	0	0	0	0	6	0	0	0
ALDH8A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH9A1	14	41	14	11	22	16	29	10	14	24	4	22	10	14	20	10	16	13	10	20
ALDOA	10	6	2	1	13	7	20	4	10	6	16	24	4	10	8	6	0	10	15	10
ALDOB	1	8	5	30	9	8	6	15	46	2	2	6	4	12	6	5	5	17	14	9
ALDOC	4	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0
ALG1	130	83	110	124	154	132	139	138	156	168	107	80	87	107	148	97	90	96	81	116
ALG10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALG11	0	0	0	0	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0
ALG12	8	0	2	6	0	1	0	4	10	0	2	2	0	4	3	4	0	1	0	2
ALG13	8	6	2	3	6	2	10	4	4	7	0	2	7	6	6	3	8	7	10	7
ALG14	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	2	0	0	4
ALG1L	9	6	6	16	9	7	10	14	1	14	18	4	12	7	2	4	2	6	10	2
ALG1L2	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0
ALG1L9P	15	9	16	11	13	12	20	3	4	15	17	11	10	2	16	9	4	5	7	10
ALG2	0	0	6	4	0	0	0	0	2	0	0	2	0	3	4	0	2	0	4	0
ALG3	0	1	0	5	2	1	1	0	0	2	0	1	0	1	2	0	0	0	1	0
ALG5	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
ALG6	2	0	0	0	4	0	8	0	0	1	0	0	0	1	0	0	0	0	2	0
ALG8	2	2	0	0	0	0	2	4	1	0	1	0	0	1	0	0	0	0	0	0
ALG9	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2
